,viaje_id,persona_id,num_viaje,delegacion_origen,hora_inicio,minuto_inicio,hora_termino,minuto_termino,delegacion_destino,automovil_num_veces,colectivo_micro_num_veces,taxi_app_num_veces,taxi_num_veces,metro_num_veces,autobus_rtp_num_veces,bicicleta_num_veces,autobus_num_veces,moto_num_veces,trolebus_num_veces,metrobus_mexibus_num_veces,tren_ligero_num_veces,tren_suburbano_num_veces,camino_num_veces,mexicable_num_veces,bicitaxi_num_veces,mototaxi_num_veces,transporte_escolar_num_veces,transporte_personal_num_veces,otro_num_veces,personas_inicio_viaje,horas_estacionamiento,minutos_estacionamiento,pago_estacionamiento_cantidad,num_paradas_10_min,factor,unidad_primaria_muestreo,estrato_diseno_muestral,edad,dia_viaje descrip,tipo_lugar_origen descrip,entidad_origen descrip,distrito_origen descrip,tipo_lugar_destino descrip,entidad_destino descrip,distrito_destino descrip,proposito descrip,automovil descrip,colectivo_micro descrip,taxi_app descrip,taxi descrip,metro descrip,autobus_rtp descrip,bicicleta descrip,autobus descrip,moto descrip,trolebus descrip,metrobus_mexibus descrip,tren_ligero descrip,tren_suburbano descrip,camino descrip,mexicable descrip,bicitaxi descrip,mototaxi descrip,transporte_escolar descrip,transporte_personal descrip,otro descrip,condujo descrip,lugar_estacionamiento descrip,pago_estacionamiento descrip,pago_usted descrip,holograma_automovil descrip,paradas_recoger_alguien descrip,paradas_gasolinera descrip,paradas_cajero descrip,paradas_compra_rapida descrip,paradas_convivencia_breve descrip,paradas_descanso descrip,paradas_tramite_rapido descrip,paradas_otro_motivo descrip,estrato_sociodemografico descrip,tamano_localidad descrip,sexo descrip
2584,2586,1116,2,57,18,0,19,30,15,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,44,Viaje realizado en sábado (Sección VI),Otra vivienda,México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2585,2587,1117,1,15,7,45,7,55,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,7,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Escuela,Ciudad de México,Buenavista-Reforma,Ir a estudiar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2586,2588,1117,2,15,16,10,16,25,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,7,Viaje realizado entre semana (Sección V),Escuela,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2587,2589,1117,1,57,12,0,13,15,57,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,7,Viaje realizado en sábado (Sección VI),Otra vivienda,México,,Otra vivienda,México,,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2588,2590,1117,2,57,18,0,19,30,15,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,7,Viaje realizado en sábado (Sección VI),Otra vivienda,México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2589,2591,1118,1,15,6,30,7,20,17,1.0,,,,,,,,,,,,,,,,,,,,1.0,10.0,30.0,,0,227,78,40,45,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,Zaragoza,Ir al trabajo,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Est. privado,No,,Holograma 1,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2590,2592,1118,2,17,18,0,18,40,15,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,0,227,78,40,45,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,Zaragoza,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Sí,Cochera propia,,,Holograma 1,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2591,2593,1118,1,15,15,0,15,5,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,45,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,Buenavista-Reforma,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2592,2594,1118,2,15,18,30,18,35,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,45,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2593,2595,1119,1,15,7,30,7,50,15,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,0,227,78,40,41,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,Buenavista-Reforma,Ir al trabajo,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2594,2596,1119,2,15,17,0,18,20,15,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,0,227,78,40,41,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2595,2597,1119,1,15,15,0,15,5,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,41,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,Buenavista-Reforma,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2596,2598,1119,2,15,18,30,18,35,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,41,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2597,2599,1120,1,15,6,30,7,0,15,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,227,78,40,15,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Escuela,Ciudad de México,Centro Histórico,Ir a estudiar,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2598,2600,1120,2,15,14,0,14,30,15,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,0,227,78,40,15,Viaje realizado entre semana (Sección V),Escuela,Ciudad de México,Centro Histórico,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2599,2601,1120,1,15,15,0,15,5,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,15,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,Buenavista-Reforma,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2600,2602,1120,2,15,18,30,18,35,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,15,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2601,2603,1121,1,15,7,50,7,55,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,8,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Escuela,Ciudad de México,Buenavista-Reforma,Ir a estudiar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2602,2604,1121,2,15,14,30,14,35,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,8,Viaje realizado entre semana (Sección V),Escuela,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2603,2605,1121,1,15,15,0,15,5,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,8,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,Buenavista-Reforma,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2604,2606,1121,2,15,18,30,18,35,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,8,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,Buenavista-Reforma,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2605,2607,1124,1,15,7,0,8,0,7,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,0,227,78,40,32,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,,Ir al trabajo,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2606,2608,1124,2,7,21,0,22,0,15,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,0,227,78,40,32,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2607,2609,1125,1,15,9,0,9,15,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,70,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,"Comercio, mercado, tienda o centro comercial",Ciudad de México,Tlatelolco,Otro,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2608,2610,1125,2,15,10,0,10,15,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,227,78,40,70,Viaje realizado entre semana (Sección V),"Comercio, mercado, tienda o centro comercial",Ciudad de México,Tlatelolco,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2609,2611,1125,1,15,8,0,10,0,114,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,227,78,40,70,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,"Comercio, mercado, tienda o centro comercial",Puebla,Fuera de la ZMVM,Otro,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2610,2612,1125,2,114,11,0,12,0,999,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,227,78,40,70,Viaje realizado en sábado (Sección VI),"Comercio, mercado, tienda o centro comercial",Puebla,Fuera de la ZMVM,Centro cultural o área recreativa,Puebla,Fuera de la ZMVM,"Convivir a(amigos o familiares), deportes o recreación",Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2611,2613,1126,1,15,11,0,11,10,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,114,79,40,55,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,"Comercio, mercado, tienda o centro comercial",Ciudad de México,Tlatelolco,Ir de compras (bienes y servicios),No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2612,2614,1126,2,15,13,30,13,40,15,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,114,79,40,55,Viaje realizado entre semana (Sección V),"Comercio, mercado, tienda o centro comercial",Ciudad de México,Tlatelolco,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2613,2615,1126,1,15,11,0,11,20,15,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,114,79,40,55,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2614,2616,1126,2,15,18,0,18,20,15,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,114,79,40,55,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2615,2617,1127,1,15,11,0,11,20,15,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,114,79,40,32,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2616,2618,1127,2,15,18,0,18,20,15,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,114,79,40,32,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2617,2619,1128,1,15,11,0,11,20,15,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,114,79,40,28,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2618,2620,1128,2,15,18,0,18,20,15,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,114,79,40,28,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2619,2621,1129,1,15,11,0,11,20,15,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,114,79,40,13,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,Centro cultural o área recreativa,Ciudad de México,,"Convivir a(amigos o familiares), deportes o recreación",No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2620,2622,1129,2,15,18,0,18,20,15,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,114,79,40,13,Viaje realizado en sábado (Sección VI),Centro cultural o área recreativa,Ciudad de México,,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2621,2623,1131,1,15,10,0,11,0,14,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,0,114,79,40,60,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,"Comercio, mercado, tienda o centro comercial",Ciudad de México,Vertiz Narvarte,Ir al trabajo,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2622,2624,1131,2,14,19,0,20,30,15,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,0,114,79,40,60,Viaje realizado entre semana (Sección V),"Comercio, mercado, tienda o centro comercial",Ciudad de México,Vertiz Narvarte,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2623,2625,1131,1,15,10,0,11,0,14,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,0,114,79,40,60,Viaje realizado en sábado (Sección VI),Su hogar,Ciudad de México,Buenavista-Reforma,"Comercio, mercado, tienda o centro comercial",Ciudad de México,Vertiz Narvarte,Ir al trabajo,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2624,2626,1131,2,14,19,0,20,30,15,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,0,114,79,40,60,Viaje realizado en sábado (Sección VI),"Comercio, mercado, tienda o centro comercial",Ciudad de México,Vertiz Narvarte,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Mujer
2625,2627,1132,1,15,7,0,8,0,2,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,0,114,79,40,35,Viaje realizado entre semana (Sección V),Su hogar,Ciudad de México,Buenavista-Reforma,Oficina,Ciudad de México,El Rosario,Ir al trabajo,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
2626,2628,1132,2,2,19,0,20,30,15,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,0,114,79,40,35,Viaje realizado entre semana (Sección V),Oficina,Ciudad de México,El Rosario,Su hogar,Ciudad de México,Buenavista-Reforma,Ir al hogar,No utilizó,Utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,Utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,No utilizó,,,,,,,,,,,,,,Medio alto,"Localidades mayores de 100,000 habitantes",Hombre
